SLIDE_NO,STATE,DISTRICT,TOPOSHEET,SLIDE_NAME,"NH_SH 
LOCATION",LATITUDE,LONGITUDE,LENGTH,WIDTH,HEIGHT,LS_AREA,DEPTH,"LANDSLIDE ALERT
 CATEGORY",VOLUME,"RUN_OUT_
DISTANCE","MATERIAL 
TYPE","MOVEMENT 
TYPE","MOVEMENT 
RATE",ACTIVITY,DISTRIBUTION,STYLE,"FAILURE 
PLANE","FAILURE 
MECHANISM","INITIATION 
YEAR","REACTIVATION 
YEAR1","REACTIVATION 
YEAR2","REACTIVATION 
YEAR3",GEOMORPHOLOGY,GEOLOGY,STRUCTURE,"LANDUSE 
LANDCOVER",HYDROLOGICAL,"TRIGGERING 
FACTOR","PERSONS 
DEATH","PEOPLE 
AFFECTED","LIVESTOCK 
AFFECTED","COMMUNICATION 
AFFECTED","INFRASTRUCTURE 
AFFECTED","LANDUSE 
LANDCOVER 
AFFECTED",GEOSCIENTIFIC_CAUSES,"PRE-REMEDIAL 
MEASURES",REMARKS,Citation,REPORT,PHOTOS,ABSTRACT,,,
HP/KAN/52/03/2019/09,Himachal Pradesh,Kangra,52D03,Niangal,Niangal Village,32.25697,76.07529,60.00,25.00,50.00,,2-3m,III,,120.00,Rock cum debris,Slide,Moderate,Active,Enlarging,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Sandstone and Mudstone,,Moderately vegetated,Damp,Rainfall,Nill,,,,,Forest land damaged,Differential weathering of sandstone and mudstone,Removal of damaged trees. Benching of slope. Plantation,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D/03/2019/08,Himachal Pradesh,Kangra,52D03,Niangal,Niangal Village,32.25478,76.08426,200.00,300.00,150.00,,>5m,II,,200.00,Debris,Slide,Moderate,Reactivated,Widening,Multiple,Deep seated,Deep rotational failure,2010.00,,,,Moderately Dissected,Sandstone and Mudstone,,Sparsely vegetated,Wet,Rainfall,Nill,,,,Three houses buried under slide material,,"Debris over saturation  on slope , Lack of proper drainage in the hill slope for water discharge","Removal of precarious boulders, lining of nana, unblocking of underlying drainage in the hill slope, filling of cracks by impervious material
Detailed study required
",Detailed study required,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/21,Himachal Pradesh,Chamba,52D03,Chyur,Godra-Siyun link road,32.30722,76.05389,29.00,14.00,20.00,,0-1m,III,,2.00,Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Conglomerate with red colored mudstone,,Moderately vegetated,Damp,Sudden Toe Removal,Nill,,,,,,Toe cutting by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D3/2019/44,Himachal Pradesh,Chamba,52D03,Adhawar,Adhawar village,32.30444,76.06528,30.00,35.00,25.00,,2-3m,III,,60.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Highly Dissected,Sandsone with mudstone,,Sparsely vegetated,Damp,Rainfall,Nill,,,,,Cultivated land abover crown portionaffected,"Weathered rock exposed on steep slope, toe erosion by nala",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D/3/2019/41,Himachal Pradesh,Kangra,52D03,Mundi,Mundi village,32.36833,76.01417,42.00,30.00,30.00,,>5m,III,,100.00,Debris,Slide,Rapid,Active,Enlarging,Multiple,shallow,Deep planer failure,2000.00,,,,Highly Dissected,Sandstone and mudstone ,,Sparsely vegetated,Damp,Rainfall,Nill,,,,Houses on crown portion in danger,Cultivated land abover crown portionaffected,Toe cutting by nala,Mitigation of erosion by nala,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D3/2019/50,Himachal Pradesh,Chamba,52D03,Khariri,Shahpur-Drini link road,32.26117,76.19736,12.00,8.00,10.00,,0-1m,III,,3.00,Debris,Slide,Moderate,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected, calcareous Conglomerate,,Moderately vegetated,Damp,Rainfall,Nill,,,,,,Road cutting,Removal of loose boulders,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D3/2019/51,Himachal Pradesh,Chamba,52D03,Khariri,Shahpur-Drini link road,32.26137,76.19727,12.00,8.00,10.00,,0-1m,III,,6.00,Rock and Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected, calcareous Conglomerate,,Moderately vegetated,Damp,Rainfall,Nill,,,,,,Road cutting,Removal of loose boulders,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D3/2019/55,Himachal Pradesh,Chamba,52D03,Darini,Darini,32.27353,76.20842,50.00,30.00,45.00,,3-5m,II,,100.00,Debris,Slide,Slow,Reactivated,Retrogressive,Multiple,shallow,Shallow planar failure,,,,,Lowly Dissected,Mudstone with conglomerate,,Agriculture,Damp,Rainfall,Nill,,,,,Cultivated land near crown portion affected,"Toe erosion by nala
Cultivation on slope","Proper nala lining, Benching,deep root plantation",Houses near crown portion under danger,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/57,Himachal Pradesh,Chamba,52D03,Narwar,Dhuli-Narwar link road,32.26639,76.23833,50.00,30.00,45.00,,0-1m,III,,12.00,debris,Slide,Rapid,Reactivated,Advancing,Single,shallow,Shallow planar failure,2019.00,,,,Lowly Dissected,Sandstone with mudstone,,Agriculture,Wet,Rainfall,,,,,,Agriculture land,"Road cutting
Seepage from cultivated land along mudstone and sandstone",Retaining wall with weep holes,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D/03/2019/38,Himachal Pradesh,Chamba,52D03,Gumu ,Godra-Siun link road,32.36954,76.03028,60.00,25.00,50.00,,0-1m,III,,150.00,Debris,Slide,Rapid,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,basalt,,Sparsely vegetated,Dry,Rainfall,,,,,,,"Loose debris on steep slope
Incessant rain fall",Removal of loose mass from  the slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D3/2019/61,Himachal Pradesh,Kangra,52D03,Darini,,32.27917,76.20278,50.00,30.00,45.00,,0-1m,III,,40.00,Debris,Slide,Very Rapid,Reactivated,Widening,Single,shallow,Shallow planar failure,2015.00,,,,Lowly Dissected,Mudstone with sandstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,Weathered rock exposed on steep slope,removal of loose material and plantation,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/247,Himachal Pradesh,Chamba,52D03,Rihal ban Jangal,Rihal ban Jangal,32.28284,76.14936,118.00,57.00,100.00,,2-3m,III,,40.00,Rock and Debris,Slide,Rapid,Reactivated,Enlarging,Multiple,shallow,Shallow planar failure,2015.00,,,,Lowly Dissected,Mudstone with sandstone,,Moderately vegetated,Damp,Sudden Toe Removal,,,,Nearby road affected at crown,,Small Agriculture land at crown ,Toe cutting by nala,"toe support ,terracing of slope and water management.",,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/18,Himachal Pradesh,Chamba,52D03,Chyur ,Daintha-Chyur link road,32.30576,76.05438,40.00,30.00,35.00,,0-1m,III,,70.00,Debris,Slide,Rapid,Active,Retrogressive,Multiple,shallow,Shallow planar failure,2015.00,,,,Moderately Dissected,Conglomerate along with band of mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe cutting by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/17,Himachal Pradesh,Chamba,52D03,Chyur ,Daintha-Chyur link road,32.30613,76.05473,120.00,100.00,110.00,,0-1m,III,,35.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2015.00,,,,Moderately Dissected,Conglomerate along with mudstone,,Moderately vegetated,Damp,"Sudden Toe Removal,step slope",,,,,,,Toe cutting by by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/3/2019/16,Himachal Pradesh,Chamba,52D03,Chyur ,Daintha-Chyur link road,32.30922,76.05513,30.00,20.00,25.00,,2-3m,III,,70.00,Debris and Rock,Slide,Rapid,Reactivated,Widening,Multiple,shallow,Shallow planar failure,,,,,Moderately Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe cutting by River,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/15,Himachal Pradesh,Chamba,52D03,Daintha ,Daintha-Chyur link road,32.30951,76.05410,25.00,20.00,22.00,,0-1m,III,,20.00,Rock cum debris,Slide,Slow,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,"Loose debris on steep slope
Incessant rain fall",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/14,Himachal Pradesh,Chamba,52D03,Khilan village,SH-28,32.28906,76.12674,20.00,12.00,18.00,,0-1m,III,,7.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2015.00,,,,Lowly Dissected,Calcareous conglomerate with buff coloredmudston,,Sparsely vegetated,Damp,Rainfall,,,,,,,Widening of road,"slope easing, retaing wall",,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/13,Himachal Pradesh,Chamba,52D03,,SH-28,32.28331,76.13310,25.00,10.00,22.00,,0-1m,III,,10.00,Debris,Slide,Moderate,Active,Retrogressive,Single,shallow,Shallow planar failure,2016.00,,,,Moderately Dissected,Pebbly conglomerate,,Moderately vegetated,Damp,Rainfall,,,,,,,"Widening of road
Incessant rainfall",slope easing,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/64,Himachal Pradesh,Chamba,52D03,Kanol,,32.28731,76.22808,60.00,45.00,55.00,,0-1m,III,,30.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2005.00,,,,Lowly Dissected,Mudstone,,Sparsely vegetated,Wet,Sudden Toe Removal,,,,,,,Toe erosion by Khuli khad,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/12,Himachal Pradesh,Chamba,52D03,Ladhar ghar,SH-28,32.28316,76.13388,35.00,20.00,32.00,,0-1m,III,,8.00,Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,,,,,Highly Dissected,Pebbly conglomerate with sandstone,,Moderately vegetated,Damp,Rainfall,,,,Part of road blocked,,,Slope cut for road widening,Retaining wall with weep holes,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/11,Himachal Pradesh,Chamba,52D03,Bhangian,SH-28,32.25577,76.13451,20.00,25.00,15.00,,0-1m,III,,5.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Conglomerate,,Moderately vegetated,Damp,Rainfall,,,,,,,Slope modified for road widening,Retaining wall with weep holes,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/10,Himachal Pradesh,Chamba,52D03,Bhangian,SH-28,32.25722,76.13583,15.00,25.00,13.00,,0-1m,III,,50.00,Debris,Slide,Moderate,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Pebbly conglomerate with sandstone lenses,,Moderately vegetated,Damp,Rainfall,,,,,,,Incessant rainfall,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/29,Himachal Pradesh,Chamba,52D03,Bhajan village,Tundi-Bhajan link road,32.31908,76.04902,15.00,15.00,12.00,,0-1m,III,,12.00,Debris,Slide,Moderate,Active,Retrogressive,Single,shallow,Shallow planar failure,2017.00,,,,Lowly Dissected,Loose cobbly conglomerate with few lenses of mudst,,Sparsely vegetated,Damp,Rainfall,,,,Part of road blocked,,, incessant rainfall ,Retaining wall with weep holes,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/30,Himachal Pradesh,Chamba,52D03,Kut village,,32.31494,76.04750,70.00,80.00,60.00,,0-1m,III,,40.00,Debris,Slide,Rapid,Active,Widening,Multiple,shallow,Shallow planar failure,2017.00,,,,Highly Dissected,Conglomerate and mudstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,"Toe erosion  by nala
Weathered rock and loose boulder exposed","Trimming of slope, Deep root plantation",Aggricultural land on crown portion will be affected,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/52D/03/2019/20,Himachal Pradesh,Chamba,52D03,Chyur Village,,32.30639,76.05361,20.00,15.00,15.00,,0-1m,III,,25.00,Debris,Slide,Moderate,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Highly Dissected,Conglomerate with bands of mudstone & sandstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Toe cutting by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/19,Himachal Pradesh,Chamba,52D03,Chyur village,,32.30750,76.05556,15.00,20.00,12.00,,0-1m,III,,10.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Highly Dissected,Conglomerate along with mudstone,,Moderately vegetated,Wet,Rainfall,,,,,,,Toe cutting by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/16/2019/01,Himachal Pradesh,Kangra,44M13,Near Pong Dam,SH-27,31.96069,75.94500,25.00,20.00,22.00,,0-1m,III,,15.00,Rock and Debris,Slide,Rapid,Active,Widening,Single,shallow,Shallow planar failure,,,,,Moderately Dissected,Sandstone intercalated with mudstone,SO- 140/30->50,Moderately vegetated,Damp,Rainfall,,,,Part of road damaged,,,"
Unplanned slope cutting for road construction
Incessant rainfall",Retaining wall as per site condition,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/16/2019/06,Himachal Pradesh,Kangra,43P15,Danni,Khadater Village,32.36785,75.95116,150.00,300.00,120.00,,>5m,II,,200.00,Debris,Slide,Moderate,Active,Retrogressive,Successive,Deep seated,Deep rotational failure,1987.00,,,2019.00,Moderately Dissected,Sandstone Intercalated Mudstone,,Sparsely vegetated,Damp,Rainfall,,,,,,Loss of Agricultural land,"1.Incessant Rainfall
2. Damped Colluvial material on slope got oversaturated during incessant rainfall","Removal of debris on the slope, benching of slope, Plantation",Retaining wall as per site condition,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/KAN/43P/15/2019/03,Himachal Pradesh,Kangra,43P15,Near  Phina Singh Dam,SH-28,32.40112,75.98517,30.00,30.00,28.00,,0-1m,II,,15.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2018.00,2019.00,,,Moderately Dissected,Calcareous Conglomerate with lenses of Sandstone ,,Moderately vegetated,Dripping,Rainfall,,,,Disrupted,Part of Road  washed away,,"1. Toe cutting of retaining wall during heavy rainfall
2. Improper drainage 
3.Incessant Rainfall",drainage management followed by retaining wall,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/04,Himachal Pradesh,Chamba,43P15,Near Phina Singh Canal,,32.40831,75.98562,30.00,20.00,25.00,,0-1m,III,,30.00,Rock,Falls, Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Calcareous Conglomerate with lenses of Sandstone ,,Sparsely vegetated,Damp,Rainfall,,,,Part of canal road blocked,,,"1. Wedge Failure
2. Anthropogenic activities: Unplanned cutting of slope for construction of road.
3.Incessant Rainfall",Removal of boulders from slope,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/05,Himachal Pradesh,Chamba,43P15,Kalidhar ,Lahru-Chowari link road,32.41289,75.98564,100.00,180.00,85.00,,>5m,II,,200.00,Debris,Slide,Moderate,Reactivated,Widening,Multiple,Deep seated,Deep planer failure,2000.00,,,,Moderately Dissected,Basalt,,Sparsely vegetated,Damp,Rainfall,,,,Part of road damaged,,,"1. Loose debris on slope
2. Anthropogenic activities: Unplanned cutting of slope for construction of road. 3. Sheared rock mass
3.Incessant Rainfall
4. Toe erosion by Chakki River
","removal of loose material, plantation, water and retaining wall on road level with sufficien inclined weep holes","Gabian wall at toe portion, benching of slope",,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/31,Himachal Pradesh,Chamba,52D03,Kut village,,32.31667,76.04917,80.00,45.00,70.00,,0-1m,III,,100.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Conglomerate with mudstone and sandstone,,Sparsely vegetated,Damp,Rainfall,,,,,,Cultivated land damaged,"Toe erosion by nala
Incessant rainfall",Easing of slope,Few houses at crown portion will affected,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/32,Himachal Pradesh,Chamba,52D03,Chyur,,32.30893,76.06013,35.00,25.00,30.00,,0-1m,III,,70.00,Debris,Slide,Rapid,Active,Widening,Multiple,shallow,Shallow planar failure,2015.00,,,,Moderately Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,"Toe erosin by nalla
weak lithology
Incessant rainfall",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/52D/03/2019/33,Himachal Pradesh,Chamba,52D03,Chyur,,32.30966,76.05993,60.00,65.00,55.00,,0-1m,III,,50.00,Debris,Slide,Moderate,Reactivated,Retrogressive,Single,shallow,Shallow planar failure,2010.00,,,,Moderately Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Sudden Toe Removal,,,,,,,"Toe erosion by nalla
weathered rock material on Steep slope",,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
HP/CHA/43P/15/2019/07,Himachal Pradesh,Chamba,43P15,Barrian nala,SH-28,32.42776,75.95945,20.00,25.00,18.00,,2-3m,III,,25.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2000.00,,,,Moderately Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Rainfall,,,,Part of road damaged,,,"1. Anthropogenic activities: Unplanned cutting of slope for construction of road.
2 .Incessant Rainfall","removal of loose material, plantation, water and slope management",,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
  HP/CHA/52D/03/2019/28,Himachal Pradesh,Chamba,52D03, Bharari village,Tundi-Bharari link road,32.32250,76.05456,15.00,10.00,12.00,,0-1m,III,,30.00,Rock,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,2017.00,,,,Moderately Dissected,Conglomerate with sandstone,,Sparsely vegetated,Damp,Rainfall,,,,,,,Weather rock exposedon steep slope,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
  HP/CHA/43P/15/2019/88,Himachal Pradesh,Chamba,43P15,Taragarh,Lahru-Taragarh road,32.42944,75.95611,60.00,30.00,50.00,,0-1m,III,,170.00,Debris,Slide,Rapid,Active,Retrogressive,Single,shallow,Shallow planar failure,,,,,Lowly Dissected,Conglomerate with mudstone,,Moderately vegetated,Damp,Rainfall,,,,,,,Weather rock exposedon steep slope and toe erosion by nala,,,,"Renuka and Qurban Ali Tariq, 2020. Macro-scale (1:50,000) National landslide susceptibility Mapping in parts 
of toposheets no. 52D/3, 43P/11, 12 , 15,16 and 44M/13, parts of Kangra , Una and Chamba districts, 
Himachal Pradesh. Unpub. GSI report of FS 2019-2020",,,,,
